HORA, PI0102, FC0104, FC0105, FC0108, TI0201, TC0202, TI0203, TI0204, TI0205, TI0210, TI0211, TI0212, TC0213, PI0214, PI0215, PI0216, FI0219, LC0301, PI0302, FI0446, FC0501, TC0508, PI0509, TC0510, PI0511, TC0512, TI0513, FC0619, FC0629, PI0640,,
18,58.54,1000.08,57.14,2.97,1183.85,1219.93,777.36,597.83,449.85,118.41,477.34,564.11,722.92,-52.49,-201.91,-472.45,56.31,58.77,6.69,156.4,702.47,49.08,-540.63,31.13,-557.08,3.63,-590.78,1336.61,838.86,-631.27,,
19,49.59,998.91,57.14,2.99,1179.66,1212.08,781.22,614.49,456.23,118.04,485.34,566.66,727.62,-59.62,-206.82,-472.83,58.12,59.71,6.52,156.22,699.84,49.17,-538.82,31.11,-554.79,3.77,-590.99,1327.02,837.11,-630,,
20,55.41,999.94,57.14,3,1183.04,1213.1,781.72,619.92,457.13,118.39,485.43,567.25,727.89,-54.68,-203.1,-471.08,58.26,59.29,6.45,157.86,697.71,49.34,-538.09,31.1,-554.3,3.75,-590.97,1332.41,839.11,-629.96,,
21,56.99,998.59,57.14,3,1183.24,1213.55,781.72,619.94,457.1,118.4,485.19,567.47,728.03,-53.37,-202.03,-470.24,58.56,58.88,6.36,157.66,699.92,49.49,-537.62,31.18,-553.88,3.91,-590.99,1333.8,838.58,-629.64,,
22,56.29,997.35,57.15,3,1182.11,1212.4,781.41,619.94,458.25,118.41,485.67,567.75,728.02,-54.06,-202.63,-470.65,58.11,58.87,6.22,157.37,699.37,49.45,-538.45,31.01,-554.79,3.57,-591.06,1324.45,829.59,-630.05,,
23,57.58,1000.44,57.14,3,1183.4,1213.46,781.67,619.92,458.38,118.42,485.15,568.17,728.08,-52.89,-201.66,-469.76,58.37,59.4,6.04,157.79,700.76,49.54,-537.91,31.05,-554.26,3.74,-591.3,1326.81,833.3,-629.75,,
0,45.04,1036.22,59.38,3,1175.39,1207.77,779.77,619.93,458.69,117.81,488.48,567.2,728.22,-63.71,-209.95,-473.57,57.29,58.84,5.76,155.4,700.51,49.21,-540.46,30.72,-556.51,3.6,-590.97,1321.4,833.29,-630.7,,
1,48.07,1009.23,57.54,3,1182.73,1212.76,777.84,608.85,457.13,118.03,485.61,566.82,727.52,-61.11,-207.87,-472.42,57.16,59.21,4.8,157.73,702.29,49.3,-540.06,31.19,-556.54,3.64,-590.67,1287.16,800.33,-630.84,,
2,45.45,999.99,57.14,3,1188.27,1216.09,778.64,602.86,455.82,117.6,483.94,566,728.16,-63.06,-208.88,-472.18,57.79,58.82,4.06,157.98,700.5,49.45,-539.58,31.04,-556.05,3.65,-590.34,1299.65,812.58,-630.43,,
3,46.58,1000.73,57.15,3,1192.25,1215.13,777.86,605.81,456.28,117.46,484.89,566.03,727.78,-62.18,-208.35,-472.16,57.68,59.28,3.48,158.58,700.98,49.44,-539.86,31.15,-556.48,3.47,-590.74,1318.02,826.57,-631.3,,
4,47.7,999.83,57.14,3,1183.77,1213.95,779.05,612.94,456.85,117.53,485.11,566.49,728.21,-61.22,-207.72,-472.15,57.57,58.88,3.02,158.5,698.38,49.42,-540.33,30.54,-556.68,2.94,-590.69,1357.4,866.02,-630.74,,
5,49.45,999.99,57.15,3,1183.54,1213.57,779.01,619.14,457.46,118.02,485.43,566.92,727.98,-59.78,-206.62,-471.44,57.43,59.17,2.63,158.78,696.8,49.44,-539.95,31.17,-556.76,3.61,-589.96,1353.03,862.11,-630.34,,
6,51.21,999.97,57.14,3,1184.54,1214.09,779.52,619.97,457.74,118.38,485.27,567.19,727.97,-58.35,-205.55,-470.99,57.45,58.97,2.3,159.01,699.09,49.57,-539.99,31.13,-556.9,3.67,-589.75,1353.3,860.51,-630.06,,
7,53.67,1000,57.14,3,1183.81,1214.79,779.65,619.98,457.96,118.46,484.57,567.37,728.01,-56.17,-203.87,-469.98,57.81,59.06,2.02,158.68,697.88,49.92,-539.52,31.19,-556.45,3.71,-589.98,1352.63,858.79,-629.53,,
8,53.15,1001.63,57.15,3,1150.13,1190.13,764.83,619.31,450.37,118.32,472.61,562.86,716.57,-58.63,-209.35,-476.33,54.41,55.86,1.42,159.51,700.07,50.26,-550.08,31.43,-566.67,4.04,-594.91,1093.77,676.09,-633.91,,
9,35.69,999.75,57.15,3,1152.64,1171.15,759.46,610.82,441.37,117.32,459.4,557.42,687.34,-75.35,-224.43,-489.34,53.5,57.17,0.36,172.99,699.3,48.62,-565.59,31.52,-583.62,4.01,-617.21,1166.62,681.85,-644.57,,
10,61.24,999.77,57.14,3,1176.28,1205.76,785.03,628.66,463.33,118.05,489.6,569.57,725.72,-50.18,-199.75,-468.6,56.71,62.79,0.13,170.38,699.75,50.33,-539.45,31.99,-557.36,4.54,-586.48,1336.02,834.75,-628.64,,
11,64.75,999.96,57.14,3,1181.91,1210.67,784.9,625.18,463.02,118.02,487.49,569.8,727.93,-46.98,-196.65,-466.14,57.74,62.42,0.12,166.44,697.97,50.72,-537.36,32.2,-555.61,4.68,-579.73,1344.04,843.86,-627.28,,
12,70.64,999.9,57.15,3,1185.85,1213.48,785.25,624.96,462.88,118.46,485.44,570.18,727.85,-42.14,-192.98,-464.78,60.38,62.28,0.13,167.95,695.77,50.86,-537.07,32.22,-555.74,4.41,-580.73,1331.74,825.61,-628.32,,
13,60.04,1000.27,57.14,3,1181.43,1211.34,783.91,623.85,462.62,118.02,486.43,569.1,728.35,-51.14,-199.69,-467.48,66.83,62.18,0.13,164.9,700.04,50.9,-538.62,31.9,-557.08,4.11,-582.32,1330.06,833.43,-627.94,,
14,54.53,999.88,57.14,3,1180.38,1210.14,782.21,622.93,460.93,117.6,487.5,567.53,727.72,-55.93,-203.37,-468.9,66.45,62.07,0.12,165.1,699.14,51.05,-539.7,32.4,-558.36,4.56,-583.85,1331.39,840,-628.41,,
15,62.96,1000.38,57.15,3,1159.45,1197.41,774.64,622.25,459.1,118.36,482.82,567.81,724.74,-50,-200.79,-469.44,64.26,61.98,0.12,162.93,699.58,51.41,-543.24,32.75,-562,4.81,-586.61,1332.34,775.72,-630.26,,
16,40.95,999.88,57.13,3,1136.76,1173.44,768.03,625.07,450.3,117.4,468.86,560.55,699.25,-70.43,-219.64,-482.99,56.76,61.98,0.11,174.6,701.43,50.54,-558.1,32.63,-576.51,4.89,-615.33,802.9,424.47,-639.89,,
17,51.8,999.98,57.14,3,1176.68,1206.26,781.72,621.07,460.49,117.56,488.11,567.85,727.69,-58.41,-205.89,-470.48,65.48,61.94,0.11,162.15,701.39,50.68,-541.1,32.5,-559.23,4.64,-584.35,1409.63,922.21,-630.2,,
18,50.99,999.89,57.14,3,1174.36,1206.42,781.66,619.96,459.89,117.63,487.58,567.82,727.82,-59.04,-206.41,-471.08,65.25,61.72,0.11,160.78,700.11,50.24,-541.89,32.27,-560,4.51,-585.42,1410.77,936.96,-630.47,,
19,56.42,997.69,57.14,3,1177.02,1208.83,782.34,621.22,460.31,118.38,486.45,569.13,727.92,-54.39,-202.73,-469.18,65.8,61.68,0.11,161.1,696.88,50.14,-540.79,32.21,-558.91,4.2,-584.68,1353.71,863.49,-630.18,,
20,47.33,999.67,57.14,3,1173.69,1207.47,780.35,620.43,459.63,117.62,487.75,567.97,728.25,-62.06,-208.32,-471.41,65.73,55.6,0.11,158.93,694.79,49.87,-541.83,31.84,-559.67,3.93,-583.51,1369.75,880.22,-630.71,,
21,37.44,1000.03,57.15,3,1137.35,1177.02,760.37,619.27,450.38,117.3,474.26,561.89,713.75,-72.8,-220.66,-481.32,58.77,47.84,0.11,158.98,695.03,50,-555.54,31.87,-572.83,3.86,-597.05,1197.08,667.39,-636.78,,
22,35.1,999.56,57.14,3,1189.22,1192.25,765.52,607.67,448.01,117.04,469.01,561.65,701.55,-74.47,-220.75,-481.47,57.52,47.66,0.11,173.93,697.51,49.02,-554.98,32.41,-573.63,4.61,-607.2,801.79,500.48,-640.25,,
23,60.89,999.56,57.15,3,1210.34,1215.6,778.5,612.25,459.3,118.13,481.5,568.68,726.21,-50.72,-199.56,-466.5,62.55,47.5,0.11,165.2,695.09,50.56,-538.88,33.15,-557.94,5.15,-582.22,1376.64,886.01,-630.75,,
0,62.5,999.83,57.14,3,1199.61,1215.08,780.68,619.92,460.38,118.28,482.59,569.42,727.63,-49.18,-198.18,-465.4,64.09,47.4,0.11,162.74,695.04,50.66,-537.72,33.01,-556.73,4.99,-581.28,1379.16,882.31,-629.91,,
1,55.37,999.58,57.15,3,1196.87,1213.9,779.23,619.92,461.22,117.6,485.1,569.23,729.76,-55.11,-202.45,-466.82,64.84,47.26,0.11,160.18,695.56,50.61,-538.11,32.81,-556.86,4.57,-581.33,1376.46,882.26,-629.68,,
2,61.99,1000.39,57.14,3,1197.61,1215.12,778.3,619.89,459.34,118.31,480.08,568.94,724.97,-49.88,-199.02,-466.44,63.65,47.12,0.11,160.82,698.38,50.27,-539.86,32.82,-559.03,4.94,-583.62,1377.22,878.84,-631.49,,
3,60.48,999.98,57.14,3,1196.81,1215.04,780.04,619.72,459.02,117.72,481.28,568.82,725.49,-51.2,-200.06,-467.02,63.74,47,0.11,160.78,700.73,50.06,-539.99,32.54,-558.97,4.44,-583.58,1378.11,877.95,-632.57,,
4,57.18,999.7,57.14,3,1196.17,1215.04,778.67,619.92,458.08,117.43,482.74,567.93,727.17,-53.89,-201.98,-467.38,64.18,46.93,0.11,160.13,702,50.09,-539.77,31.85,-558.01,3.93,-582.13,1367.84,875.53,-631.15,,
5,58.81,1000.97,57.15,3,1196.14,1214.99,779.82,619.92,458.3,117.43,483.08,568.39,727.69,-52.49,-200.92,-466.49,64.45,46.85,0.11,159.78,702.28,50.08,-539.09,32.17,-557.39,4.14,-581.1,1372.43,879.02,-630.89,,
6,40.12,1000.7,57.13,3,1181.19,1184.18,760.54,631.45,429.16,116.95,441.19,552.15,691.32,-72.04,-222.11,-484.31,53.83,46.72,0.11,167.16,702.97,49.58,-565.51,32.49,-583.78,4.56,-616.64,897.39,474.06,-644.83,,
7,48.26,1000.14,57.15,3,1202.58,1208.9,776.9,622.65,444.92,117.25,464.2,561.76,708.82,-62.35,-210.13,-474.03,61.13,46.58,0.11,173.15,703.04,49.34,-550.18,32.34,-569.19,4.58,-594.61,1294.72,821.73,-637.6,,
8,68.75,1000.23,57.15,3,1198.06,1215.39,781.78,620.2,461.32,118.31,484.43,570.13,727.98,-43.94,-194.25,-462.38,63.42,46.37,0.12,165.81,700.59,50.41,-536.53,32.68,-555.21,4.99,-579.24,1329.47,830.26,-629.28,,
9,52.71,999.84,57.14,3,1194.35,1213.48,779.78,621.11,461.58,117.69,486.54,569.18,731.09,-57.4,-203.67,-465.32,64.36,45.92,0.12,162.81,703.1,50.4,-536.54,32.34,-554.67,4.4,-578.91,1241.67,842.04,-627.25,,
10,29.05,999.62,57.15,3,1163.69,1170.96,755.45,617.7,431.48,116.63,444.52,552.22,685.86,-82.26,-230.25,-487.87,51.8,45.46,0.14,174.16,700.91,49.91,-568.39,32.61,-587.08,4.68,-624.86,960.64,460.65,-644.06,,
11,60.49,999.43,57.15,3,1199.67,1211.99,780.03,618.95,463.24,117.54,485.55,569.92,726.86,-51.59,-199.89,-464.45,62.83,45.36,0.14,173.56,701.12,51.16,-537.88,33.35,-557.53,5.07,-586.25,1180.21,841.3,-628.06,,
12,65.19,1000.06,57.15,3,1203.03,1216.01,779.23,620,462.2,117.78,482.97,570.17,727.88,-47.62,-196.64,-462.6,63.61,45.37,0.15,169.8,698.57,51.53,-537.22,33.01,-556.95,4.72,-586.58,1240.32,842.32,-626.99,,
13,69.42,1001.06,57.15,3,1205.19,1218.06,780.09,619.99,462.19,118.37,481.92,570.16,727.73,-44.11,-193.8,-460.79,63.83,41.57,0.15,169.85,694.24,51.8,-536.34,33.72,-556.78,5.33,-586.15,1520.66,838.85,-626.31,,
14,74.77,999.89,57.15,3,1204.15,1220.6,781.63,619.14,461.19,118.37,479.77,569.43,728.05,-39.5,-190.13,-458.64,64.67,-4.48,0.14,169.75,683.28,52.16,-535.08,34.34,-555.95,5.71,-585.17,1336.41,838.53,-625.91,,
15,69.12,999.74,57.14,3,72.04,1220.8,784.47,621.16,459.68,117.55,479.89,568.5,729.01,-43.83,-193.25,-459.49,65.45,-5.35,0.13,167.07,663.2,52.13,-535.69,34.12,-556.17,5.61,-585.76,1334.02,840.62,-625.77,,
16,67.17,999.95,57.14,3,1046.38,1216.81,784.1,644.92,462.97,117.48,485.66,569.45,734.05,-45.25,-193.94,-458.93,68.12,-5.1,0.12,164.25,634.93,52.15,-533.58,34.21,-553.53,5.9,-587.25,1332.03,837.47,-624.27,,
17,46.21,1001.15,57.12,3,1256.31,1207.61,778.14,621.6,459.44,116.42,485.8,566.92,727.87,-63.28,-208.62,-467.86,64.08,-4.82,0.12,159.18,642.76,50.93,-541.53,33.26,-560.82,5.06,-588.53,1313.72,834.74,-629.64,,
18,39.38,999.6,57.15,3,1254.22,1205.67,775.96,619.92,458.34,116.03,487.38,566.08,728.02,-69.1,-213.29,-470.59,63.68,-4.57,0.11,157.25,660.41,50.35,-543.59,32.56,-562.23,4.48,-589.5,1311.89,833.83,-630.88,,
19,53.29,999.52,57.15,3,1260.77,1211.21,777.44,619.93,458.23,116.71,483.88,567.51,727.39,-57.34,-204.42,-466.34,64.3,-4.55,0.11,159.39,587.5,50.23,-541.4,33.09,-560.47,5.04,-589.19,1323.84,837.26,-630.75,,
20,45.91,999.8,57.15,3,1259.06,1210.01,775.93,619.92,458.59,116.64,485.12,567.32,728.26,-63.36,-208.67,-467.88,63.83,-4.47,0.11,158.13,705.13,50.22,-541.72,32.79,-560.47,4.62,-589.03,1319.01,835.13,-631.22,,
21,45.39,999.67,57.12,3,1258.37,1209.58,775.89,619.92,458.42,116.55,485.42,566.99,728.02,-63.72,-208.91,-467.9,63.61,27.04,0.12,158.37,708.47,50.19,-542.22,31.89,-560.58,3.9,-588.87,1320.94,835.51,-630.85,,
22,43.58,1000.2,57.15,3,1257.27,1208.86,774.95,619.91,458.38,116.48,486.02,566.77,728.04,-65.17,-209.85,-467.7,63.9,57.98,0.11,157.44,707.09,50.14,-542.12,32.16,-560.57,4.22,-588.29,1320.48,836.87,-631.01,,
23,44.27,1000.79,57.14,3,1257.1,1208.77,774.95,619.92,458.74,116.49,486.47,566.85,728.04,-64.51,-209.21,-466.81,63.86,65.95,0.11,157.34,704.87,50.16,-541.75,32.24,-560.28,4.56,-587.81,1321.13,837.43,-631.04,,
0,48.61,999.63,57.14,3,1255.17,1207.47,777.02,620.9,461.37,116.8,487.21,567.98,728.02,-60.88,-206.46,-464.84,63.72,63.67,0.12,157.91,704.82,50.27,-540.8,32.63,-559.54,4.5,-587.9,1323.73,836.9,-630.87,,
1,51.49,999.7,57.15,3,1255.48,1207.68,777.68,622.86,462.6,117.33,487.26,569,728.06,-58.49,-204.59,-463.54,63.58,66.42,0.12,158,704.26,50.37,-540.09,32.8,-558.94,4.49,-587.23,1327.15,837.34,-630.63,,
2,49.89,999.67,57.14,3,1253.43,1206.5,777.64,622.89,462.72,117.29,487.43,569.24,728.01,-59.83,-205.64,-463.88,62.8,66.2,0.12,157.74,704.07,50.34,-540.48,32.81,-559.3,4.56,-587.24,1327.15,839.39,-630.8,,
3,48.92,999.6,57.14,3,1252.6,1206.05,777.45,622.91,461.98,117.09,487.87,568.84,728.02,-60.61,-206.27,-464.41,62.19,58.58,0.12,158.14,704.91,50.2,-541.47,32.17,-559.98,4.05,-587.18,1330.65,838.15,-632.48,,
4,49.64,999.68,57.14,3,1252.48,1206.04,777.57,622.81,462.47,117.46,488.01,568.77,727.99,-59.99,-205.76,-463.76,62.25,66.36,0.12,157.83,702.57,50.09,-541.27,32.04,-559.67,3.92,-586.9,1330.96,839.12,-631.45,,
5,48.9,999.73,57.14,3,1252.56,1206.2,777.64,622.99,462.79,117.45,488.44,568.71,728.04,-60.55,-206.02,-463.33,62.36,65.34,0.12,157.59,701.96,50.47,-540.7,32.39,-559.25,4.17,-586.43,1329.32,840.28,-631.13,,
6,-80.14,867.37,49.38,2.71,995.83,985.54,617.38,552.94,372.42,112.49,361.31,475.53,645.21,-179.47,-311.87,-523.2,24.02,56.22,0.12,155.3,702.03,63.2,-599.05,31,-607.96,4.17,-638.07,512.66,246.65,-636.93,,
7,-96.24,868.41,50.07,2.67,1093.61,1072.29,611.66,565.42,366.65,109.79,373.68,474.29,637.47,-192.83,-318.32,-526.23,7.13,61.16,0.12,168.05,702.16,59.72,-589.44,33.28,-599.93,5.56,-640.87,278.53,180.61,-622.62,,
8,-12.4,914.94,52.28,2.73,1227.59,1186.16,651.01,607.33,441.49,114.34,466.93,554.88,703.81,-115.73,-251.91,-494.43,40.76,61.21,0.12,178.84,702.94,47.94,-572.38,31.34,-592.44,3.98,-635.2,1397.8,863.17,-646.68,,
9,44.97,976.77,55.91,2.93,1258.28,1207.36,676.95,597.71,462.47,116.84,485.39,570.11,727.72,-65.3,-210.85,-470.96,53.75,62.41,0.34,173.18,699.13,50.31,-552.04,32.65,-573.44,4.37,-621.38,1350.23,858.87,-636.2,,
10,45.12,1000.07,57.16,3,1231.28,1180.64,661.06,601.92,446.76,116.74,457.11,558.45,707.11,-68.26,-217.34,-477.22,42.46,66.59,2.77,170.62,697.81,51.4,-566.87,32.85,-588.48,4.4,-626,1013.24,549.59,-643.12,,
11,47.89,999.42,57.15,3,1210.56,1173.54,657.02,630.1,441.14,116.77,444.78,556.7,686.02,-66.99,-217.13,-478.64,43.33,62.43,6.48,180.9,699.24,50.76,-570.06,33.89,-593.45,5.79,-646.21,1229.98,749.27,-648.24,,
12,44.88,999.75,57.13,3,1229.18,1188.34,683.5,619.97,458.35,116.65,474.63,566.08,707.7,-67.45,-214.45,-473.87,49.08,59.79,6.91,182.06,700.05,50.99,-558.57,33.56,-581.39,5.12,-637.98,1318.83,843.92,-641.5,,
13,43.22,999.93,57.13,3,1259.3,1205.4,687.4,601.01,462.29,116.26,484.1,567.75,726.83,-66.96,-211.72,-469.78,51.69,60.16,6.91,170.66,701.97,51.68,-551.15,32.72,-572.53,4.1,-614.53,1307.9,827.89,-636.24,,
14,36.56,1005.29,57.14,3,1262.4,1207.18,677.92,602.67,459.94,115.62,483.22,566.29,727.96,-72.36,-215.71,-471.55,52.24,59.07,6.91,166.4,701.63,51.28,-552.65,32.58,-573.47,4.07,-597.41,1304.98,824.81,-637.27,,
15,48.57,1000.99,57.14,3,1267.89,1211.66,675.97,602.11,459.49,116.25,480.4,567.44,727.54,-62,-207.81,-467.14,53.26,60.18,6.9,166.61,699.2,51.32,-550.99,32.94,-571.98,4.22,-595.62,1320.15,831.89,-636.87,,
16,53.82,954.04,54.43,2.86,1272.69,1215.84,677.59,601.56,458.53,116.53,478.38,568.66,728.12,-57.1,-203.59,-463.92,53.98,60.18,6.89,166.19,700.06,51.26,-548.43,32.9,-569,4.4,-592.1,1309.88,822.68,-634.25,,
17,41.34,986.76,56.75,2.98,1268.08,1212.22,671.78,598.12,458.13,116.05,480.43,567.01,728.18,-67.53,-211.36,-467.36,53.73,59.71,6.89,162.8,699.38,50.62,-551.12,32.43,-571.31,4.16,-593.34,1304.41,822.06,-636.06,,
18,34.9,1000.48,57.14,3,1267.86,1212.23,666.39,597.45,456.54,115.68,481.1,565.29,727.65,-73.03,-215.58,-469.05,53.76,59.25,6.89,161.37,700.53,50.21,-552.87,32.1,-572.79,3.66,-594.07,1297.32,819.71,-637.51,,
19,47.29,999.92,57.15,3,1272.42,1217.55,666.06,597.48,456.32,116.49,478.27,566.5,728.02,-62.32,-207.1,-463.99,55.32,59.97,6.9,162.54,699.14,50.42,-549.9,32.38,-570,4.07,-591.02,1307.5,819.19,-636.24,,
20,43,999.98,57.14,3,1267.92,1214.85,666.03,597.4,457.15,116.5,479.66,566.98,728.22,-65.9,-209.76,-465.09,53.54,60.02,6.9,161.18,698.86,50.17,-550.55,32.3,-570.62,3.72,-591.62,1303.59,817.26,-637.17,,
21,47.29,977.35,55.89,2.93,1267.59,1214.8,666.5,599.18,458.27,116.51,479.66,568.63,727.8,-62.35,-207.2,-463.74,55.1,59.76,6.89,160.4,699.67,50.02,-550.27,31.88,-570.15,3.39,-591.12,1306.11,817.18,-636.92,,
22,49.83,1000.12,57.14,3,1269.22,1216.27,667.43,599.79,459.01,116.51,478.59,568.12,728.1,-60.13,-205.29,-462.28,54.78,60.08,6.89,160.76,700.01,50.01,-549.39,32.17,-569.57,3.8,-590.78,1307.92,817.54,-636.89,,
23,51.93,999.94,57.14,3,1269.5,1216.77,667.61,599.93,459.48,116.68,478.43,568.79,727.89,-58.33,-203.87,-461.08,54.23,59.69,6.87,160.79,700.87,50.26,-548.71,32.53,-569.04,4.04,-590.07,1313.31,817.97,-636.71,,
0,53.53,998.96,57.14,3,1267.56,1216.7,669.07,598.48,460.04,116.92,478.64,569.06,728.16,-56.88,-202.61,-459.62,54.44,59.55,6.87,160.67,701.94,50.61,-547.72,32.81,-568.14,4.33,-589.07,1296.15,803.54,-636.31,,
1,52.44,1000.16,57.14,3,1262.4,1213.7,669.24,597.15,461.28,116.89,480.43,569.42,728.03,-57.93,-203.61,-459.82,54.23,59.84,6.83,160.01,702.41,50.54,-548.39,32.81,-568.65,4.38,-589.06,1291.93,800.71,-636.74,,
2,50.22,999.68,57.15,3,1260.63,1212.52,668.27,597.21,461.01,116.7,480.62,569.27,728.07,-59.76,-205.01,-460.35,53.79,59.99,6.83,159.17,703.47,50.31,-548.97,32.65,-569.02,4.18,-589.06,1305.73,815.91,-636.95,,
3,52.33,1001.05,57.14,3,1262.12,1213.38,668.24,597.19,461.29,116.97,480.18,569.15,727.94,-57.98,-203.6,-459.39,53.36,60.21,6.83,159.19,701.85,50.24,-548.74,32.72,-568.94,4.04,-589.09,1314.64,822.06,-636.95,,
4,48.3,999.3,57.14,3,1259.58,1211.6,667.83,597.7,461.17,116.62,481.31,569.22,728.08,-61.33,-206.17,-460.57,52.74,59.58,6.83,158.62,701.96,50.06,-549.62,32.51,-569.56,3.92,-589.4,1316.83,828.33,-637.12,,
5,53.05,998.7,57.14,3,1261.03,1212.96,669.03,597.13,461.63,117.17,480.34,569.36,727.85,-57.3,-203.03,-458.53,52.32,59.94,6.83,159.43,703.28,49.99,-548.86,32.58,-568.85,3.94,-588.38,1326.21,833,-636.77,,
6,60.27,999.96,57.14,3,1264.94,1216.46,670.25,597.17,461.8,117.52,478.76,569.57,727.81,-51.18,-198.06,-455.52,52.53,60.25,6.83,161.08,700.67,50.16,-546.95,32.97,-567.35,4.26,-587.31,1333.46,835.02,-635.94,,
7,59.93,999.93,57.13,3,1265.61,1217.2,670.82,597.1,460.55,117.45,478.43,569.57,728.07,-51.18,-197.74,-454.8,52,59.95,6.83,162.04,703.57,50.14,-546.3,32.99,-566.84,4.39,-587.4,1333.35,836.2,-635.37,,
8,49.3,999.92,57.14,3,1259.6,1212.65,669.29,597.11,460.77,117.15,480.92,568.48,728.28,-60.02,-204.38,-457.82,50.51,60.06,6.82,160.65,700.85,49.91,-547.97,32.62,-568.13,3.98,-588.8,1329.51,836.96,-635.62,,
9,53.46,999.99,57.15,3,1260.49,1213.05,669.65,597.11,461.03,117.33,480.9,568.63,727.78,-56.56,-201.76,-456.05,49.31,60.13,6.83,163.25,697.9,50.15,-547.2,32.93,-567.47,4.42,-587.93,1334.87,839.43,-634.65,,
10,66.99,1000.42,57.15,3,1265.49,1216.89,674.03,599.63,461.75,117.49,478.44,569.86,727.9,-45.24,-192.81,-450.62,49.63,59.73,6.84,166.31,698.26,50.95,-543.6,33.77,-564.61,5.1,-585.96,1352.54,845.75,-631.93,,
11,70.06,999.82,57.15,3,1264.33,1215.93,677.26,597.22,463.5,117.53,479.46,570.48,728.09,-42.73,-190.81,-448.97,49.41,59.9,6.85,167.06,699.34,51.38,-541.97,34.3,-563.36,5.47,-585.64,1356.24,852.62,-630.73,,
12,72.95,999.64,57.15,3,1264.76,1215.99,678.64,597.56,464.35,117.52,479.25,571.03,728.1,-40.37,-188.96,-447.85,49.2,59.69,6.84,168.3,699.4,51.61,-541.56,34.42,-563.36,5.39,-586.6,1352.89,848.52,-631.51,,
13,77.16,999.96,57.15,3,1264.9,1215.73,684.87,605.82,465.68,117.51,479.26,571.63,728.1,-36.94,-186.34,-446.1,49.23,59.97,6.86,169.25,696.65,51.91,-540.58,34.59,-562.64,5.47,-586.58,1334.81,832.46,-630.37,,
14,57.78,999.94,57.13,3,1256.85,1209.23,682.97,601.7,465.44,117.12,483.45,569.1,728.32,-53.07,-198.58,-452.08,47.91,59.98,6.86,165.73,699.13,51.64,-543.45,34.21,-565,5.23,-589.1,1329.16,841.39,-631.13,,
15,56.64,1000.26,57.15,3,1255.66,1207.81,679.48,598.19,465.35,116.61,484.09,569.2,727.84,-54.04,-199.57,-452.64,47.28,59.59,6.85,166.47,699.37,51.42,-544.46,34.25,-566.02,5.24,-590.19,1323.93,837.51,-632.33,,
16,41.71,999.96,57.14,3,1248.85,1203.01,677.38,597.39,464.41,115.87,486.58,567.5,728.37,-66.56,-209.2,-457.84,46.61,60.07,6.85,162.05,700.95,50.78,-547.43,33.57,-568.12,4.78,-591.54,1298.78,825.32,-633.25,,
17,41.33,999.88,57.13,3,1249.83,1203.12,674.78,598.81,463.5,115.6,486.79,567.47,727.95,-66.72,-209.47,-458.1,46.79,59.8,6.83,161.15,700.99,50.45,-548.22,33.31,-568.49,4.59,-590.63,1301.68,824.79,-634.54,,
18,37.1,999.78,57.15,3,1249.48,1202.5,670.66,601.36,462.59,115.54,486.76,567.09,727.91,-70.42,-212.5,-459.91,46.27,59.97,6.83,158.85,699.44,50.08,-549.92,32.86,-569.73,4.12,-590.49,1294.23,818.46,-635.87,,
19,41.19,999.87,57.14,3,1253.37,1205.93,668.88,598.63,461.63,115.79,484.78,567.37,728.03,-66.74,-209.57,-457.97,47,60.19,6.83,159.44,699.4,50.05,-549.1,32.83,-568.79,4.01,-589.1,1298.13,816.73,-635.62,,
20,43.6,993.04,56.71,2.98,1253.05,1205.71,668.01,597.69,462.43,116.12,485.04,568.45,727.78,-64.74,-208.04,-457.02,47.23,60.02,6.83,159.26,700.4,49.92,-549.12,32.63,-568.86,3.72,-589.01,1299.16,813.84,-636.72,,
21,53.6,990.02,56.57,2.97,1257.7,1209.97,669.53,601.64,463.91,116.5,482.43,569.54,727.88,-56.17,-201.12,-452.58,48.75,60.02,6.84,159.37,701.76,50.16,-546.3,32.88,-566.39,4.07,-586.98,1306.88,818.64,-634.79,,
22,55.19,989.72,56.58,2.97,1258.47,1210.77,671.43,602.72,464.32,116.72,481.56,569.67,727.99,-54.73,-199.78,-451.23,48.8,59.49,6.83,158.6,700.67,50.17,-545.61,33.19,-565.97,4.35,-586.88,1325.43,835.61,-634.51,,
23,56.28,990.77,56.57,2.97,1258.95,1211.2,670.79,602.88,464.67,116.91,481.52,570.06,728,-53.81,-199,-450.34,48.89,60.2,6.83,158.84,700.26,50.22,-545.32,33.24,-565.67,4.68,-586.46,1326.11,835.7,-634.35,,
0,55,990,56.58,2.97,1258.1,1210.67,671.18,602.79,464.59,116.65,481.65,569.57,727.99,-54.85,-199.76,-450.32,48.82,59.89,6.83,158.15,700.45,50.19,-545.55,33.28,-565.78,4.64,-586.18,1320.54,831.52,-634.33,,
1,54.49,989.74,56.57,2.97,1258.02,1210.59,670.94,603.03,464.94,116.71,481.8,569.65,727.98,-55.17,-199.96,-449.95,48.94,59.79,6.83,157.77,702.89,50.16,-545.65,33.37,-565.84,4.46,-585.8,1320.81,831.18,-634.45,,
