HORA, PI0102, FC0104, FC0105, FC0108, TI0201, TC0202, TI0203, TI0204, TI0205, TI0210, TI0211, TI0212, TC0213, PI0214, PI0215, PI0216, FI0219, LC0301, PI0302, FI0446, FC0501, TC0508, PI0509, TC0510, PI0511, TC0512, TI0513, FC0619, FC0629, PI0640,,
17,-7.83,-0.87,-0.04,0.41,185.85,211.98,189.32,81.78,63.07,28.55,30.57,28.15,54.56,0.79,-0.65,1.17,41.48,56.58,-0.18,17.69,0.06,29.72,-2.01,30.2,-1.93,27.89,-6.87,-14.98,-0.82,0.27,,
18,-7.84,-0.87,-0.04,0.4,184.14,210.32,188.43,87.05,64.14,27.32,29.35,26.12,53.11,0.9,-0.55,1.23,35.18,57.45,-0.18,17.69,0.06,28.67,-1.87,29.3,-1.79,27.76,-6.08,-15.04,-0.81,-0.51,,
19,-7.82,-0.87,-0.03,0.41,182.33,208.61,187.31,87.72,65.05,26.3,27.5,24.02,51.87,0.84,-0.66,1.13,31.03,58.35,-0.17,17.69,0.06,27.75,-1.77,28.51,-1.61,27.55,-5.57,-15.04,-0.81,-1.02,,
20,-7.86,-0.87,-0.03,0.42,180.31,206.8,186.31,84.56,65.78,26.12,26.99,23.45,51.58,0.84,-0.66,1.16,31.45,59.24,-0.16,17.69,0.05,27.71,-1.75,28.39,-1.55,27.5,-5.47,-15.03,-0.81,-1.25,,
21,-7.61,-0.88,-0.03,0.42,178.46,205.03,185.13,82.28,67.06,27.37,28.39,24.17,51.42,1.02,-0.5,1.36,25.29,60.1,-0.15,17.69,0.05,28.83,-1.47,28.86,-1.34,27.64,-5.5,-14.86,-0.81,-1.22,,
22,-7.07,-0.87,-0.03,0.43,176.68,203.12,184.14,81.75,67.07,27.94,28.91,24.96,51.28,1.46,-0.05,1.81,31.68,60.92,-0.14,17.69,0.05,29.92,-0.96,29.68,-0.85,28.03,-5.4,-14.87,-0.8,-0.83,,
23,-7.26,-0.87,-0.03,0.43,174.93,201.41,183.15,82.25,67.86,27.38,28.64,24.71,50.89,1.25,-0.25,1.6,36.65,61.61,-0.13,17.69,0.05,29.86,-1.13,30.17,-1.04,28.37,-5.82,-14.88,-0.79,-1.16,,
0,-7.57,-0.87,-0.03,0.44,173.06,199.49,182.05,84.55,68.2,25.62,26.11,23.02,50.47,0.9,-0.63,1.23,30.37,62.09,-0.13,17.69,0.05,30.22,-1.48,30.08,-1.32,28.49,-6.01,-14.88,-0.79,-1.56,,
1,-8.23,-0.88,-0.02,0.46,171.45,197.87,181.16,88.4,67.92,26.66,26.91,23.21,49.41,0.38,-1.15,0.7,28.67,62.61,-0.12,17.69,0.05,29.8,-1.99,29.93,-1.89,28.5,-6.37,-14.89,-0.8,-2.36,,
2,-8.86,-0.88,-0.02,0.46,169.53,196.04,180.04,92.25,68.86,25.51,25.97,22.34,48.77,-0.2,-1.74,0.11,22.22,63.15,-0.11,17.69,0.04,29.29,-2.57,29.66,-2.41,28.39,-6.59,-14.9,-0.82,-3.08,,
3,-9.01,-0.88,-0.02,0.46,167.84,194.1,178.38,92.54,68.84,24.51,25.09,21.71,48.48,-0.38,-1.98,-0.11,13.33,63.84,-0.1,17.69,0.04,29.51,-2.9,29.07,-2.53,28.18,-6.44,-14.91,-0.82,-3.32,,
4,-9.13,-0.88,-0.02,0.45,166.29,192.7,176.66,93.23,69.31,25.48,25.41,21.69,47.55,-0.38,-1.99,-0.13,15.91,64.58,-0.09,17.69,0.04,29.11,-2.87,28.73,-2.58,28.03,-6.3,-14.92,-0.82,-3.49,,
5,-9.22,-0.88,-0.01,0.45,164.58,191.04,175.43,94.02,69.18,25.05,25.61,21.46,47.16,-0.47,-2.04,-0.19,-3.51,65.37,-0.08,17.69,0.04,28.65,-3.03,28.48,-2.62,27.82,-6.02,-14.93,-0.82,-3.6,,
6,-8.98,-0.88,-0.01,0.45,162.97,189.31,174.11,94.47,68.93,25.06,25.38,21.48,46.84,-0.21,-1.8,0.06,0.32,66.15,-0.07,17.69,0.04,28.9,-2.79,28.12,-2.35,27.59,-5.54,-14.95,-0.81,-3.38,,
7,-8.58,-0.88,-0.01,0.45,161.43,187.69,172.81,95.05,68.84,25.65,25.73,21.88,46.84,0.16,-1.43,0.45,-1.61,66.92,-0.05,17.69,0.04,29.05,-2.44,27.95,-1.98,27.5,-5.17,-14.96,-0.81,-2.84,,
8,-7.9,-0.88,-0.02,0.45,160.33,186.54,171.88,95.25,69.1,27.57,26.92,23.45,42.69,0.85,-0.7,1.16,12.46,67.64,-0.03,17.69,0.04,29.18,-1.83,28.07,-1.44,27.55,-4.82,-14.95,-0.81,-1.6,,
9,-7.58,-0.88,-0.02,0.45,159.38,185.22,170.78,94.95,69.38,25.45,24.85,22.38,41.45,1.61,0.09,1.94,37.89,68.41,-0.01,17.69,0.05,28.89,-1.1,28.14,-0.71,27.49,-4.12,-14.93,-0.81,-0.22,,
10,-7.78,-0.88,-0.01,0.45,157.52,183.49,169.89,96.19,68.76,22.86,22.31,20.75,36.04,1.87,-0.31,2.48,28.41,69.26,0,17.69,0.04,28.16,-0.65,27.44,-0.07,26.89,-2.67,-14.91,-0.81,0.67,,
11,-7.77,-0.88,-0.02,0.45,155.45,181.44,169.35,95.87,69.57,22.58,21.07,20.04,29.75,2.69,1.67,3.59,28.97,69.29,0,17.69,0.04,27.7,-0.53,26.7,0.24,26.54,-2.25,-14.93,-0.8,0.4,,
12,-7.72,-0.88,-0.01,0.45,155.05,180.3,168.66,95.78,69.37,25.3,23.88,22.28,26.16,2.21,2.89,4.17,24.91,69.61,0.01,17.69,0.04,27.32,-1.24,26.3,-0.54,26.23,-2.61,-14.93,-0.79,0.72,,
13,-7.79,-0.88,-0.01,0.46,153.85,178.93,168.27,94.76,69.47,26.89,25.69,23.79,27.36,1.57,2.45,3.38,31.3,61.56,-0.13,17.69,0.05,26.19,-125.08,26.08,-124.63,26.12,-127.76,71.87,-0.79,-125.38,,
14,-8.05,-0.88,-0.02,0.45,153.4,177.9,167.9,93.94,69.18,28.43,27.09,25.69,24.71,1.05,1.71,2.73,32.24,61.7,-0.13,17.69,0.06,27.13,-2.19,27.01,-1.81,26.67,-5.35,-14.88,-0.8,0.08,,
15,-8.5,-0.88,-0.03,0.46,152.43,176.34,167.53,92.52,68.63,28.05,27.4,26.09,23.76,0.28,0.13,1.75,33.28,62.44,-0.12,17.69,0.19,27.82,-2.55,27.89,-2.33,27.12,-6.37,-14.94,-0.81,-0.54,,
16,7.08,687.95,-0.03,0.45,151.37,175,166.88,92.3,68.64,27.14,27.16,25.51,23.84,15.77,14.43,16.25,33.5,61.95,-0.13,17.69,0.06,28.73,13.08,28.55,13.27,27.46,9.22,-15.04,-0.82,14.97,,
17,25.95,-0.86,-0.03,0.43,150.41,173.73,166,86.9,68.58,26.79,27,24.72,23.75,34.69,33.19,35.02,27.74,62.27,-0.13,17.69,0.06,28.79,32.12,28.86,32.26,27.76,28.39,-15.03,-0.82,33.6,,
18,23.03,-0.86,-0.02,0.43,148.84,172.3,165,91.23,68.13,23.56,24.18,22.78,23.38,31.72,30.19,32.04,31.19,63.08,-0.12,17.69,0.05,28.35,29.26,28.56,29.48,27.88,25.84,-15.04,-0.82,30.32,,
19,17.71,-0.87,-0.01,0.45,146.96,170.55,163.68,93.56,67.61,20.43,20.95,19.64,22,26.71,25.08,26.95,16.96,63.96,-0.11,17.69,0.04,26.85,24.01,26.57,24.58,26.69,22.81,-14.94,-0.81,24.79,,
20,14.19,-0.87,-0.01,0.45,145.44,169.11,162.75,92.58,67.29,20.81,20.92,19.7,20.65,23.21,21.55,23.42,26.47,64.79,-0.1,17.69,0.03,25.99,20.37,25.17,21.06,25.67,19.92,-14.89,-0.81,21.16,,
21,12.17,-0.87,-0.01,0.46,142.98,167.26,161.89,93.62,67.25,20.39,20.77,20.13,20.06,20.95,19.3,21.17,25.74,65.56,-0.09,17.69,0.04,26.91,18.15,25.74,18.88,25.73,16.99,-14.9,-0.81,18.79,,
22,6.9,-0.88,-0.01,0.46,141.97,165.9,160.45,95.15,67.44,17.35,17.78,18.01,19.96,15.85,14.08,15.96,21.5,66.51,-0.08,17.69,0.02,26.97,12.96,26.39,13.84,26.16,11.87,-14.92,-0.81,12.83,,
23,2.76,-0.88,0,0.5,140.76,164.62,159.82,91.74,66.98,19.37,18.96,17.9,18.58,11.9,10.12,11.98,7.53,67.5,-0.07,17.69,0.02,24.86,8.91,24.27,9.85,24.89,9.32,-14.94,-0.81,8.81,,
0,0.26,-0.88,0,0.5,139.36,163.46,159.03,84.48,66.57,20.93,19.89,18.18,17.98,9.34,7.62,9.46,-4.87,68.4,-0.05,17.69,0.02,24.52,6.57,24.4,7.29,24.87,6.31,-14.97,-0.81,6.18,,
1,-1.13,-0.88,-0.01,0.5,138.06,162.13,158.28,82.79,65.76,21.97,21.14,18.9,17.68,7.86,6.15,8.01,-5.76,69.28,-0.03,17.69,0.03,25.85,5.13,25.42,5.77,25.3,4.14,-14.98,-0.8,4.64,,
2,-2.33,-0.88,-0.01,0.51,137.12,161.02,157.44,81.72,65.69,21.39,20.57,18.44,17.53,6.72,5.05,6.91,7.21,70.16,-0.01,17.69,0.03,26.44,3.95,25.93,4.59,25.55,2.88,-14.99,-0.79,3.54,,
3,-3.3,-0.88,0,0.51,136.13,159.79,156.32,81.72,64.8,20.86,20.3,18.4,17.44,5.79,4.13,5.99,17.28,71.03,0.02,17.69,0.03,26.56,2.96,25.9,3.66,25.52,2.06,-15,-0.79,2.66,,
4,-4.03,-0.88,0,0.5,134.95,158.72,155.38,81.75,64.65,21.15,20.32,18.54,17.42,5.05,3.39,5.24,19.56,71.89,0.04,17.69,0.03,26.35,2.21,25.72,2.92,25.43,1.35,-15.01,-0.8,1.94,,
5,-4.7,-0.88,-0.01,0.51,133.88,157.4,154.3,86.9,64.24,21.95,21.22,19.15,17.44,4.32,2.68,4.53,-3.96,72.76,0.06,17.69,0.03,26.53,1.56,26.06,2.18,25.67,0.26,-15.01,-0.81,1.11,,
6,-5.29,-0.88,-0.01,0.51,132.77,156.05,153.34,87.86,63.87,20.06,19.8,18.3,17.42,3.79,2.13,3.98,21.48,73.64,0.08,17.69,0.03,27.24,0.93,26.08,1.68,25.72,-0.14,-15.01,-0.82,0.64,,
7,-5.91,-0.88,0,0.51,131.8,155,152.35,87.07,63.32,20.51,20.1,18.2,17.35,3.26,1.57,3.41,17.1,74.53,0.11,17.69,0.03,26.25,0.29,25.06,1.12,25.13,-0.02,-15.01,-0.82,0.26,,
8,-4.96,-0.88,-0.01,0.5,129.51,153.32,150.95,99.49,64,23.73,22.2,20.19,17.35,4.07,2.42,4.26,16.69,75.36,0.14,17.69,0.03,25.82,1.13,24.78,1.81,24.92,0.44,-15.01,-0.81,1.54,,
9,-2.21,-0.88,-0.01,0.5,128.53,152.26,149.56,111.03,67.42,26.45,24.73,22.48,17.95,6.72,5.14,6.95,39.28,64.88,-0.09,17.69,0.05,26.09,3.99,26.05,4.31,25.67,1.85,-14.99,-0.81,5.78,,
10,1.06,-0.88,-0.02,0.47,113.6,138.08,140.87,115.88,75.75,28.86,26.84,24.74,19.4,9.8,8.26,10.06,51.19,60.79,-0.16,17.69,0.05,27.09,7.26,27.67,7.3,26.68,3.69,-14.95,-0.81,9.3,,
11,0.69,-0.87,-0.03,0.45,60.88,88.96,101.51,98.03,92.34,30.07,28.61,26.42,20.19,9.27,7.73,9.54,54.77,61.65,-0.1,-0.16,0.06,28.33,6.73,29.15,6.69,27.72,2.21,-14.91,-0.26,9.24,,
12,38.49,-0.86,9.33,0.28,329.95,347.02,283.64,245.96,205.42,31.12,29.47,28.83,22.94,46.97,45.47,22.06,49.69,62.64,0.04,101.22,0.06,29.68,25.79,30.44,19.53,28.55,15.14,78.13,49.48,21.93,,
13,-92.7,134.83,20.4,1.38,626.5,626.49,479.92,436.21,379.52,35.08,32.52,31.49,227.87,-128.9,-167.47,-565.73,49.27,64.19,0.69,151.94,0.07,38.65,-273.33,35.79,-617.61,32.81,-628.44,49.56,273.3,-637.32,,
14,-298.62,539.09,60.12,2.1,617.41,627.67,513.18,457.04,371.1,27.46,26.91,26.99,554.08,-390.11,-480.21,-580.86,23.26,66.19,2.24,120.58,0.07,62.27,-640.07,67.25,-645.15,45.89,-658.19,31.22,66.99,-656.76,,
15,-242.25,425.14,58.44,2.1,625.62,634.06,526.23,478.63,390.82,73.4,274.08,341.65,567.41,-344.66,-445.81,-557.88,23.75,66.82,4.91,98,396.16,67.93,-627.09,66.36,-632.9,54.2,-645.81,15.26,63.39,-647.27,,
16,-301.87,699.06,57.49,2.1,614.21,635.24,521.79,466.16,354.67,95.36,361.88,466.25,555.26,-390.74,-479.8,-578.53,28.44,60.35,6.79,115.83,483.68,47.25,-647.86,28.41,-649.26,49.56,-657.7,35.52,61.99,-654.39,,
17,-233.34,516.74,56.8,2.1,873.96,876.01,638.85,570.14,432.8,99.23,452.93,556.24,629.6,-330.89,-428.35,-548.7,26.45,59.8,6.81,190.51,479.8,43.3,-631.23,31.29,-641.59,13.15,-652.37,464.45,61.09,-656,,
18,-170.22,601.47,55.17,2.09,1017.67,1004.93,720.6,605.72,477.01,102,505.92,594.38,702.5,-271.56,-372.79,-507.16,21.82,59.73,6.83,194.32,470.59,50.96,-578.15,31.44,-588.67,2.94,-600.9,296.93,59.49,-622.34,,
19,-76.96,707.27,43.32,2.13,1108.68,1083.24,751.38,604.38,463.54,107.94,476.86,598.01,716.87,-182.09,-285.41,-417.5,3.57,60.27,6.82,201,468.94,66.42,-476.77,30.02,-483.06,3.5,-494.36,168.45,189.98,-556.49,,
20,-89.03,723.46,36.06,2.17,1124.26,1103.74,750.61,614.14,456.09,108.65,472.17,593.28,728.05,-189.66,-288.76,-419.43,9.18,60.08,6.82,188.49,471.32,65.39,-482.86,28.83,-490.24,2.9,-501.98,264.96,159.12,-579.63,,
21,-98.33,700.01,34.99,2.1,1131.26,1112.29,746.35,623.39,451.06,108.64,468.52,590,727.84,-195.62,-290.98,-417.06,7.15,59.55,6.82,180.41,482.87,68.32,-481.43,31.68,-489.13,3.83,-501.1,1319.47,957.57,-577.93,,
22,-99.55,699.86,35.01,2.1,1137.38,1116,745.15,623.81,450.05,108.81,468.64,588.93,727.51,-196.08,-290.35,-414.77,7.15,59.52,6.82,178.29,484.15,69.06,-481.42,30.57,-489.15,3.27,-501.54,654.48,485,-577.23,,
23,-75.96,716.36,35.9,2.15,1146.76,1129.02,747.13,613.29,448.35,109.79,463.38,589.57,727.22,-175.89,-273.33,-401.37,7.15,60.14,6.82,179.16,486.08,65.51,-474.69,31.72,-482.87,3.88,-495.79,734.26,489.26,-574.14,,
0,-68.14,749.87,37.5,2.25,1154.16,1134.4,747.83,597.15,448.08,110.64,460.84,588.64,727.98,-169.08,-267.29,-396.15,7.15,60.06,6.82,176.86,492.08,64.71,-472.85,31.02,-481.01,4.12,-494.07,743.35,484.09,-573.4,,
1,-66.47,750.29,37.51,2.25,1157.58,1135.99,747.51,597.16,447.36,110.71,461.21,588.04,727.85,-166.71,-263.83,-390.24,7.15,60.07,6.82,174.49,494.68,66.36,-466.95,30.81,-474.92,3.76,-488.14,790.99,534.27,-569.69,,
2,-61.11,713.79,35.63,2.14,1163.48,1141.46,748.27,597.63,446.37,110.83,460.28,589.12,727.65,-161.81,-259.37,-385.72,7.15,59.65,6.81,173.24,498.32,65.57,-465.61,31.26,-473.63,3.94,-486.94,806.99,545.13,-568.91,,
3,-103.28,562.32,24.62,1.97,992.79,995.15,698.48,574.67,420.97,109.91,439.66,557.07,683.1,-175.81,-246.23,-329.29,0.48,59.99,6.81,96.06,444.2,72.63,-384.49,29.63,-389.09,2.94,-399,552.51,386.8,-524.8,,
4,-11.47,-0.89,0.13,0.46,595.89,648.99,549.59,471.52,372.65,94.58,319.13,323.29,442.5,-2.77,-4.41,-2.65,-2.12,59.62,6.8,7.52,0.03,37.56,-5.4,26,-4.73,8.96,-8.2,-14.93,-0.81,-5.35,,
5,-11.61,-0.89,0.03,0.46,480.74,546.84,482.7,418.79,340.87,69.36,240.75,217.67,324.52,-2.83,-4.48,-2.71,-5.48,60.18,6.8,8.11,0.03,32.93,-5.51,28.24,-4.82,14.08,-8.19,-14.94,-0.79,-5.21,,
6,-126.68,-0.89,0,0.46,406.2,479.17,429.91,375.82,305.12,56.95,191.83,163.97,202.86,-118.34,-119.8,-118.94,15.2,60.61,6.78,7.61,0.03,30.23,-122.91,26.15,-122.79,10.59,-127.65,10.63,-0.79,-190.66,,
7,-38.84,-0.89,0,0.45,351.93,426.74,383.35,343.69,278.08,56.54,156.78,128.3,86.95,-30.34,-31.9,-30.34,-5.01,60.07,6.77,6.42,0.04,28.46,-33.46,23.66,-33.19,5.51,-36.77,-14.96,-0.79,-56.02,,
8,-9.32,-0.89,-0.01,0.45,319.22,377.76,320.57,320.45,271.33,45.95,125.45,101.3,90.49,-1.04,-2.64,-0.86,-5.39,59.56,6.36,4.41,0.04,29.81,-3.71,27.61,-3.22,13.16,-7.06,-14.95,-0.81,-11.18,,
9,-8.89,-0.88,-0.03,0.45,281.74,336.91,286.69,288.74,248.17,41.12,103.66,84.46,78.11,-0.84,-2.39,-0.6,-5.59,60.07,5.13,7.24,0.05,30.94,-3.4,29.8,-3.17,16.26,-8.09,-14.93,-0.82,-4.58,,
10,-8.29,-0.88,-0.04,0.46,254.06,306.93,263.72,265.2,227.72,38.89,88.51,73.18,68.02,-0.58,-2.05,-0.26,-5.98,60.49,4.31,6.71,0.06,32.21,-3.04,32.06,-3.14,18.33,-9.37,-14.89,-0.82,4.43,,
11,-7.65,-0.87,-0.05,0.42,233.25,283.11,245.73,246.81,212.11,38.2,77.38,65.68,60.85,-0.31,-1.7,0.06,-5.98,59.99,3.72,6.81,0.06,33.44,-2.64,34.37,-3.08,20.6,-10.71,-15.01,-0.83,13.14,,
12,-19.72,-0.87,0.03,0.38,215.77,262.39,230.76,231.52,199.41,37.72,68.46,60.32,55.02,-12.48,-13.8,-12.17,59.56,59.7,3.22,4.63,0.07,34.15,-15.15,35.78,-15.64,22.49,-24.35,0.65,-0.82,-9.09,,
13,-44.72,-0.86,0.06,0.37,230.35,267.05,216.13,225.17,192.28,44.78,66.98,60.35,42.64,-37.55,-38.71,-37.35,36.21,62.11,3.25,7.35,0.07,30.83,-40.66,30.02,-41.64,14.63,-50.76,-14.9,-0.82,-72.48,,
14,-124.97,-0.86,0.06,0.36,193.62,235.02,197.29,207.02,179.98,56.89,93.42,78.79,64.43,-119.54,-122.12,-121.61,42.24,63.04,3.71,5.58,0.07,33.05,-124.53,33.2,-125.24,18,-134.73,64.14,-0.82,-129.29,,
15,-4.04,-0.86,0.06,0.35,180.85,219.96,186.6,194.84,170.46,70.7,105.7,85.06,74.98,-123.96,-125.01,-123.65,35.34,63.52,4.01,2.91,0.06,30.78,-126.34,30.76,-126.88,14.24,-136.22,54.88,-0.82,-132.72,,
16,-6.11,-0.86,0.07,0.33,171.33,208.09,178.53,185.67,163.26,56.16,86.47,70.09,62.26,-96.14,-97.27,-95.84,35.54,64.03,4.16,4.55,0.06,31.6,-98.75,31.66,-99.28,16.63,-108.42,48.06,-0.82,-100.72,,
17,-8.46,-0.86,0.06,0.33,162.97,196.68,171.11,177.58,156.82,49.3,75.39,61.88,55.35,-57.03,-58.17,-0.62,35.35,64.53,4.16,5.5,0.06,33.48,-214.05,34.15,-214.77,20.91,-224.63,101.16,-0.82,-204.38,,
18,-8.47,-0.86,0.08,0.34,155.03,186.14,163.98,169.96,150.59,45.17,66.41,56.01,50.47,-0.83,-2.07,-2.65,30.33,64.96,4.08,7.05,0.06,34.7,-3.12,35.24,-3.65,22.84,-12.69,-14.83,-0.82,-0.9,,
19,-9.69,-0.86,-0.01,0.34,146.56,175.76,157.73,162.73,143.99,41.58,58.9,45.77,45.37,-0.49,-1.99,-2.74,31.48,64.82,3.9,7.58,0.06,34.73,-2.69,36.26,-3.17,25.39,-11.18,-14.83,-0.81,-1.06,,
20,-11.88,-0.86,-0.03,0.34,138.19,166.21,153.34,153.83,136.09,38.18,52.33,28.03,37.54,0.07,-1.34,-3.38,35.65,63.9,3.61,5.26,0.06,32.53,-2.09,35.08,-2.4,26.39,-8.61,-14.86,-0.8,-0.77,,
21,-11.14,-0.87,-0.03,0.35,130.1,156.54,145.81,146.24,129.59,34.82,46.58,24.76,31.68,0.28,-1.2,-2.7,37.65,64.14,3.27,8.41,0.05,31.62,-1.92,33.44,-1.93,26.37,-6.92,-14.89,-0.79,-0.99,,
22,-11.37,-0.87,-0.02,0.37,122.43,148.32,139.4,139.7,123.88,32.49,42.06,24.06,28.15,0.65,-0.9,0,35.94,64.23,2.94,5.28,0.04,31.45,-1.61,32.23,-1.55,25.99,-5.64,-14.93,-0.79,-1.18,,
23,-10.63,-0.87,-0.02,0.38,116.5,141.42,133.81,134.02,119.46,31.03,38.76,24.32,25.74,1.21,-0.31,1.44,35.37,64.82,2.62,3.78,0.04,31.66,-1.1,31.65,-0.99,25.71,-4.83,-14.97,-0.8,-0.64,,
0,-10.41,-0.87,-0.02,0.37,111.04,134.56,128.22,128.55,114.86,29.64,35.94,23.04,24.5,1.35,-0.17,-0.63,34.91,65.7,2.29,3.12,0.04,31.41,-0.98,31.47,-0.8,25.74,-4.42,-14.99,-0.81,-0.42,,
1,-11.81,-0.88,0,0.41,105.07,126.92,121.87,122.48,109.32,27.85,33.09,20.25,22.27,1.3,-0.33,-1.13,33.97,66.27,1.96,10.16,0.03,28.25,-1.21,29.47,-0.79,24.89,-2.56,-15.02,-0.82,-0.83,,
2,-9.69,-0.88,0.01,0.45,100.42,120.88,116.49,117.15,104.58,26.18,30.3,19.21,20.25,1.32,-0.37,0.09,32.82,66.79,1.66,11.77,0.02,26.58,-1.38,27.78,-0.77,23.97,-1.59,-14.94,-0.82,-0.92,,
3,-9.95,-0.88,0.01,0.45,96.21,115.82,111.89,112.58,100.67,24.8,28,18.87,18.55,1.39,-0.34,1.4,32.23,67.3,1.4,11.66,0.02,25.78,-1.45,26.7,-0.72,23.26,-1.05,-14.89,-0.82,-0.94,,
4,-9.86,-0.89,0.01,0.45,92.62,111.31,107.94,108.65,97.48,23.81,26.45,18.63,17.84,1.55,-0.16,1.14,35.46,67.78,1.18,11.49,0.02,26.14,-1.3,26.54,-0.54,22.98,-1.06,-14.9,-0.81,-0.92,,
5,-9.69,-0.89,0.01,0.45,88.74,106.85,103.97,103.63,93.99,23.13,25.22,18.17,17.39,2,0.27,1.31,35.96,66.55,0.98,11.43,0.02,25.62,-0.99,26.21,-0.1,22.75,-0.33,-14.91,-0.81,-0.58,,
6,-9.24,-0.89,0.01,0.47,84.96,102.85,100.49,98.82,90.77,22.37,23.95,18.04,16.31,2.45,0.72,2.13,35.41,62.89,0.79,11.07,0.02,24.84,-0.62,25.54,0.35,22.41,0.64,-14.93,-0.81,-0.13,,
7,-9.06,-0.89,0.01,0.5,81.51,98.88,97.2,96.45,87.85,22.19,23.19,17.9,15.69,2.8,1.06,2.63,35.66,63.46,0.62,10.92,0.02,24,-0.24,24.88,0.69,22,1.48,-14.94,-0.81,0.35,,
8,-8.81,-0.89,0.01,0.5,131.2,133.8,97.28,101.48,90.24,20.51,19.45,17.95,15.35,3.34,1.6,3.2,34.86,64.08,0.49,10.73,0.02,23.79,0.27,24.46,1.22,21.71,2.25,-14.94,-0.81,1.01,,
9,-8.42,-0.89,0.01,0.49,155.77,155.33,104.98,95.88,91.19,20.9,20.08,18.06,15.47,3.51,1.77,4.52,35.12,64.74,0.39,10.82,0.02,23.46,0.48,23.73,1.35,21.37,2.58,-14.94,-0.81,1.31,,
10,-7.73,-0.89,0.01,0.5,159.14,158.92,109.91,111.82,93.57,23.73,22.59,19.36,17.18,3.51,1.82,6.52,37.62,65.35,0.33,11.03,0.03,24.06,0.56,24.04,1.28,21.52,1.87,-14.93,-0.8,1.76,,
11,-7.09,-0.89,0,0.5,160.89,161.23,113.91,113.86,95.52,26.91,26.11,21.85,17.58,3.16,1.56,7.34,39.99,65.89,0.29,11.06,0.04,24.79,0.49,25.64,0.86,22.37,0.02,-14.91,-0.79,2.1,,
12,-6.95,-0.88,-0.01,0.48,161.77,162.81,117.29,84.12,97.93,29.05,29.12,24.35,19.11,2.31,0.7,5.72,40.74,66.47,0.27,5.87,0.04,26.76,-0.18,27.61,-0.11,23.58,-2.57,-14.89,-0.79,1.51,,
13,-6.87,-0.88,-0.03,0.45,162.67,164.48,120.27,133.11,100.12,31.49,29.82,29.16,22.57,2.07,2.07,2.99,41.36,67.15,0.25,1.63,0.05,28.45,-206.38,29.36,-206.64,24.95,-212.06,48.44,-0.8,-182.85,,
14,-5.72,-0.87,-0.04,0.42,161.94,165.02,122.93,135.99,101.71,33.63,30.72,29.51,22.92,2.5,1.06,2.8,43.55,67.73,0.23,3.22,0.06,30.57,0.05,31.49,-0.34,26.66,-6.1,-15,-0.82,1.14,,
15,-5.51,-0.87,-0.05,0.38,157.36,164.15,125.79,137.33,107.92,34.68,31.24,30.94,24.07,2.62,1.39,3.12,46.86,68.44,0.2,5.58,0.06,31.86,0.09,33.21,-0.41,27.88,-7.09,-14.93,-0.83,1.06,,
16,-5.54,-0.86,-0.05,0.37,155.97,163.83,127.25,94.78,113.59,34.04,32.34,31.64,25.1,2.78,1.42,3.05,44.63,69.04,0.16,10.63,0.07,32.66,-0.02,34.36,-0.56,29.08,-7.86,-14.9,-0.83,1.12,,
17,-7.95,-0.86,-0.04,0.36,154.67,163.04,127.33,137.26,117.55,26.98,31.85,27.87,25.32,0.12,-1.23,0.48,36.93,69.19,0.12,9.84,0.06,31.36,-2.25,33.49,-2.39,29.25,-7.95,-14.89,-0.82,0.57,,
18,-11.29,-0.87,-0.02,0.38,152.68,161.65,127.31,111.16,119.14,23.29,29.1,23.81,24.46,-2.69,-4.25,-2.48,34.66,65.35,0.11,7.33,0.05,28.6,-5.46,29.67,-5.03,27.48,-7.46,-14.93,-0.82,-0.4,,
19,-13.58,-0.87,0,0.42,151.1,160.71,126.96,110.63,120.11,21.56,27.13,22.82,23.17,-4.82,-6.43,-4.66,39.22,66.31,0.11,11.62,0.04,26.55,-7.69,27.02,-7.03,25.92,-7.89,-15,-0.81,-0.31,,
20,-18.22,-0.88,0.01,0.46,114.92,129.5,119.81,118.89,112.72,19.78,25.67,19.82,21.81,-9.25,-10.94,-9.14,38.86,67.12,0.11,11.69,0.03,24.87,-12.26,24.91,-11.41,24.43,-11.02,-14.98,-0.81,0.3,,
21,-25.76,-0.89,0.01,0.49,79.64,100.56,107.09,106.52,94.87,19.5,24.69,18.67,20.52,-16.7,-18.41,-16.61,37.03,64.05,0.1,11.77,0.02,23.89,-19.75,24.02,-18.87,23.52,-18.08,-14.88,-0.81,0.58,,
22,-29.07,-0.89,0.01,0.48,87.94,107.24,100.02,99.99,84.09,19.16,23.48,18.22,19.24,-19.98,-21.7,-19.89,36.13,62.08,0.1,11.81,0.02,23.19,-23.03,23.59,-22.14,22.84,-20.94,-14.89,-0.81,0.71,,
23,-26.66,-0.89,0.01,0.47,135.75,141.39,102.91,105.93,88.31,18.65,22.87,18.12,18.35,-17.55,-19.27,-17.45,35.75,62.85,0.1,11.25,0.01,23.13,-20.59,22.99,-19.69,22.25,-18.32,-14.91,-0.81,0.79,,
0,-25.33,-0.89,0.01,0.48,102.86,117.08,102.18,104.24,91.29,19.33,22.22,18.08,17.66,-16.22,-17.94,-16.12,35.48,63.58,0.1,11.48,0.01,23.17,-19.26,22.74,-18.35,21.94,-17.06,-14.92,-0.8,0.58,,
